RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
4154244,2017,1959,2023,PRIVATE,07,Humber River-Black Creek,2433 FINCH AVE W,6,117,2023-10-10,82,82,0,42,3,3,N/A,N/A,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,2,N/A,2,2,2,N/A,N/A,2,3,1,3,3,2,2,3,3,2,2,3,2,3,3,2,3,2,3,1,2,2,2,3,2,3,3,W0727,43.749436556,-79.548159932,300917.135,4845264.927
4156704,2017,1962,2023,PRIVATE,07,Humber River-Black Creek,2439 FINCH AVE W,7,112,2023-10-20,92,92,0,44,3,2,3,3,3,2,N/A,3,3,2,2,N/A,3,2,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0727,43.749760836,-79.550868013,300687.677,4845313.018
4156704,2017,1962,2025,PRIVATE,07,Humber River-Black Creek,2439 FINCH AVE W,7,112,2025-09-26,96,96,0,44,3,3,2,3,3,2,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0727,43.749760836,-79.550868013,300687.677,4845313.018
4154278,2017,1971,2024,PRIVATE,07,Humber River-Black Creek,2600 FINCH AVE W,7,113,2024-08-06,94,94,0,45,3,3,3,3,3,1,2,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,N/A,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,3,3,3,W0722,43.748128033,-79.563243432,299690.887,4845132.328
4154251,2018,1993,2023,SOCIAL HOUSING,07,Humber River-Black Creek,3001 FINCH AVE W,14,166,2023-10-31,83,83,0,45,2,3,2,2,3,1,2,2,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,3,1,0,2,2,3,W0727,43.747070571,-79.562597925,299742.782,4845014.81
4154251,2018,1993,2025,SOCIAL HOUSING,07,Humber River-Black Creek,3001 FINCH AVE W,14,166,2025-10-14,95,95,0,44,3,3,2,2,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0727,43.747070571,-79.562597925,299742.782,4845014.81
4155561,2017,1962,2025,TCHC,20,Scarborough Southwest,1 FIRVALLEY CRT,12,115,2025-06-20,91,91,0,48,3,3,3,3,3,3,3,2,3,2,N/A,3,3,3,3,3,3,3,3,2,3,N/A,2,3,0,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,E2028,43.7029523574,-79.2810286285,322432.948,4840133.711
4155561,2017,1962,2023,TCHC,20,Scarborough Southwest,1 FIRVALLEY CRT,12,115,2023-07-24,92,92,0,48,3,3,3,3,3,1,2,2,3,2,N/A,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,E2028,43.7029523574,-79.2810286285,322432.948,4840133.711
4152595,2017,1964,2025,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2025-06-20,94,94,0,47,3,3,3,3,3,2,3,2,3,3,N/A,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,1,2,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,E2028,43.703580346,-79.279521109,322554.003,4840204.75
4152595,2017,1964,2023,TCHC,20,Scarborough Southwest,40 FIRVALLEY CRT,15,168,2023-07-25,96,96,0,47,3,3,1,3,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,E2028,43.703580346,-79.279521109,322554.003,4840204.75
4154630,2017,1970,2024,PRIVATE,06,York Centre,5 FISHERVILLE RD,17,202,2024-07-09,89,89,0,47,3,1,2,3,3,2,3,2,2,1,N/A,N/A,3,3,3,3,2,N/A,3,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,N0622,43.7893811504,-79.4481218058,308959.834,4849713.707
4154629,2017,1970,2025,PRIVATE,06,York Centre,25 FISHERVILLE RD,18,221,2025-09-30,96,96,0,45,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0622,43.7888747395,-79.4489791313,308890.874,4849657.401
4154629,2017,1970,2023,PRIVATE,06,York Centre,25 FISHERVILLE RD,18,221,2023-10-17,96,96,0,42,3,3,N/A,N/A,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,3,2,2,3,3,3,3,3,3,N/A,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N0622,43.7888747395,-79.4489791313,308890.874,4849657.401
4155845,2017,1953,2024,PRIVATE,05,York South-Weston,33 FLAMBOROUGH DR - BLDG A,3,11,2024-09-12,96,96,0,38,3,3,3,3,N/A,2,N/A,2,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0529,,,,
5299588,2023,1953,2024,PRIVATE,05,York South-Weston,33 FLAMBOROUGH DR UNIT D,3,11,2024-09-12,97,97,0,36,3,3,3,3,N/A,2,N/A,3,N/A,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0529,,,,
4155464,2017,1989,2025,SOCIAL HOUSING,01,Etobicoke North,88 HUMBER COLLEGE BLVD,4,119,2025-11-07,96,96,0,43,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0122,43.7317348465,-79.5986539334,296837.089,4843312.966
4155465,2017,1984,2023,TCHC,01,Etobicoke North,10 HUMBERLINE DR,13,179,2023-08-09,90,90,0,43,3,3,N/A,N/A,3,2,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,3,2,3,2,3,3,2,2,3,3,3,3,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0125,43.7312483321,-79.6118048951,295777.595,4843260.265
4155465,2017,1984,2025,TCHC,01,Etobicoke North,10 HUMBERLINE DR,13,179,2025-11-11,95,95,0,43,3,3,3,N/A,3,2,N/A,3,3,3,3,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0125,43.7312483321,-79.6118048951,295777.595,4843260.265
4168988,2017,1986,2023,SOCIAL HOUSING,01,Etobicoke North,20 HUMBERLINE DR,11,104,2023-07-25,90,90,0,43,3,1,3,N/A,1,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,3,3,3,3,3,2,1,3,3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0125,43.7317363097,-79.6140657224,295538.059,4843285.542
4168988,2017,1986,2025,SOCIAL HOUSING,01,Etobicoke North,20 HUMBERLINE DR,11,104,2025-11-11,90,90,0,42,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,1,N/A,N/A,N/A,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0125,43.7317363097,-79.6140657224,295538.059,4843285.542
4168986,2017,1984,2024,SOCIAL HOUSING,01,Etobicoke North,30 HUMBERLINE DR,19,176,2024-09-12,87,87,0,45,3,2,3,N/A,3,3,N/A,3,1,2,N/A,N/A,3,3,3,3,3,1,3,3,3,N/A,2,2,3,1,3,3,1,2,3,3,3,2,1,3,3,3,1,2,1,2,3,3,3,3,3,3,3,3,W0125,43.7316900072,-79.6148713323,295530.634,4843309.676
4153526,2017,1960,2025,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2025-11-20,96,96,0,45,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S1322,43.668593704,-79.378214229,314605.424,4836301.582
4153526,2017,1960,2023,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2023-07-04,96,96,0,44,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1322,43.668593704,-79.378214229,314605.424,4836301.582
4153547,2017,1915,2024,PRIVATE,13,Toronto Centre,44 HUNTLEY ST,3,26,2024-08-07,93,93,0,35,3,3,3,N/A,N/A,2,N/A,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,S1322,43.670049367,-79.378944292,314546.31,4836463.217
4153548,2017,1973,2023,PRIVATE,13,Toronto Centre,77 HUNTLEY ST,29,561,2023-07-04,99,99,0,43,3,3,3,N/A,N/A,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1322,43.671614503,-79.378728034,314563.492,4836637.12
4153548,2017,1973,2025,PRIVATE,13,Toronto Centre,77 HUNTLEY ST,29,561,2025-11-20,98,98,0,44,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1322,43.671614503,-79.378728034,314563.492,4836637.12
4153421,2017,1805,2024,PRIVATE,11,University-Rosedale,160 HURON ST,5,69,2024-06-19,87,87,0,38,3,3,N/A,N/A,3,2,2,3,2,3,N/A,1,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,2,N/A,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1144,43.657052831,-79.398070766,313005.659,4835017.264
4153420,2017,1903,2024,PRIVATE,11,University-Rosedale,162 HURON ST,4,18,2024-08-12,93,93,0,39,3,3,3,N/A,3,3,N/A,1,3,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,3,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,S1144,43.657207965,-79.398070943,313005.623,4835034.499
4250554,2018,1898,2025,PRIVATE,11,University-Rosedale,409 HURON ST,4,42,2025-09-22,53,53,0,36,2,1,2,N/A,3,1,N/A,1,1,3,N/A,N/A,1,3,1,1,1,N/A,2,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,1,2,1,1,3,1,3,1,1,1,1,3,1,1,1,S1135,43.666610495,-79.400824313,312782.257,4836078.804
4250554,2018,1898,2023,PRIVATE,11,University-Rosedale,409 HURON ST,4,42,2023-08-25,68,68,0,34,3,2,3,N/A,N/A,1,N/A,3,N/A,1,N/A,N/A,1,2,1,1,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,2,3,N/A,3,N/A,1,2,2,2,1,3,1,3,2,3,3,1,3,1,1,3,S1135,43.666610495,-79.400824313,312782.257,4836078.804
4153214,2017,1965,2024,PRIVATE,11,University-Rosedale,485 HURON ST,13,70,2024-08-21,100,100,0,45,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1127,43.669000001,-79.401866897,312697.875,4836344.163
4153235,2022,1918,2024,PRIVATE,11,University-Rosedale,661 HURON ST,3,15,2024-09-25,49,49,0,38,2,1,1,1,3,1,N/A,2,N/A,1,N/A,N/A,1,1,1,1,0,N/A,3,1,N/A,N/A,N/A,1,3,3,N/A,N/A,1,1,1,N/A,3,N/A,1,1,1,3,3,3,1,3,0,0,1,1,0,0,0,0,S1127,43.674829239,-79.404270792,312503.317,4836991.544
5415712,,,2024,PRIVATE,04,Parkdale-High Park,546 INDIAN GRV,3,17,2024-09-11,49,51,-2,33,3,2,N/A,N/A,N/A,1,N/A,1,2,N/A,N/A,N/A,2,1,1,3,N/A,N/A,3,2,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,3,1,N/A,1,N/A,1,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,S0429,43.665530372,-79.462449385,307812.481,4835954.815
4153046,2017,1960,2023,PRIVATE,04,Parkdale-High Park,83 INDIAN RD,5,21,2023-10-31,66,66,0,40,1,3,2,N/A,N/A,2,3,1,3,2,N/A,N/A,3,1,2,2,1,N/A,2,3,N/A,N/A,N/A,2,3,N/A,3,2,1,1,2,2,2,N/A,3,1,2,1,3,2,2,3,2,1,1,1,1,1,1,1,S0434,43.6422400128,-79.4533563133,308547.591,4833366.778
4153046,2017,1960,2025,PRIVATE,04,Parkdale-High Park,83 INDIAN RD,5,21,2025-08-01,85,86,-1,39,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,1,2,3,N/A,3,N/A,3,1,3,1,3,3,3,3,2,1,1,1,1,1,1,1,S0434,43.6422400128,-79.4533563133,308547.591,4833366.778
4153047,2017,1970,2023,PRIVATE,04,Parkdale-High Park,109 INDIAN RD,8,38,2023-08-10,81,81,0,41,1,3,2,3,N/A,3,2,3,2,2,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,3,2,3,2,3,N/A,3,2,3,2,3,3,2,3,2,3,3,1,1,1,1,1,1,1,S0434,43.6433287042,-79.4525126324,308615.591,4833487.768
4153047,2017,1970,2025,PRIVATE,04,Parkdale-High Park,109 INDIAN RD,8,38,2025-07-17,96,96,0,41,3,3,3,3,3,1,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,3,N/A,N/A,1,3,N/A,3,3,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0434,43.6433287042,-79.4525126324,308615.591,4833487.768
4152695,2017,1971,2024,PRIVATE,21,Scarborough Centre,10 IONVIEW RD,6,62,2024-09-19,90,90,0,46,3,2,1,2,3,1,2,2,3,2,N/A,3,3,3,3,3,3,3,3,2,N/A,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2133,43.732024208,-79.271797164,323167.844,4843366.427
4155422,2017,1955,2024,PRIVATE,01,Etobicoke North,75 IRWIN RD,6,53,2024-09-12,75,75,0,44,3,3,3,3,3,1,1,2,2,2,N/A,2,3,3,2,1,3,N/A,3,2,2,N/A,N/A,2,3,N/A,3,3,1,2,2,3,2,N/A,2,2,3,1,2,2,2,3,2,1,1,1,1,3,1,3,W0131,43.7249788623,-79.5580297876,300109.16,4842559.379
4153531,2017,1975,2023,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2023-07-13,91,91,0,46,3,3,3,2,3,1,2,3,N/A,2,N/A,3,3,1,3,3,1,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1322,43.667643942,-79.383679432,314164.83,4836195.449
4153531,2017,1975,2025,PRIVATE,13,Toronto Centre,33 ISABELLA ST,27,419,2025-07-04,96,96,0,45,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1322,43.667643942,-79.383679432,314164.83,4836195.449
4153542,2017,1955,2024,PRIVATE,13,Toronto Centre,42 ISABELLA ST,4,24,2024-09-10,91,91,0,36,3,3,2,N/A,N/A,2,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,1,3,3,1,3,1,3,1,S1322,43.66829815,-79.383729477,314160.693,4836268.121
4153541,2017,1960,2023,PRIVATE,13,Toronto Centre,48 ISABELLA ST,10,84,2023-07-21,94,94,0,45,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,2,3,3,3,N/A,3,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,S1322,43.668324,-79.383444564,314183.666,4836271.025
4153676,2017,1934,2023,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,2023-10-12,30,30,0,48,3,2,3,2,3,2,N/A,2,2,3,N/A,3,3,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S1937,43.672231477,-79.310292507,320081.891,4836715.941
4153676,2017,1934,2025,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,2025-07-16,92,92,0,39,3,3,3,3,3,2,N/A,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,1,3,0,3,3,3,3,3,3,3,1,3,3,S1937,43.672231477,-79.310292507,320081.891,4836715.941
4153707,2017,1954,2023,TCHC,19,Beaches-East York,320 KINGSTON RD,3,36,2023-10-12,28,28,0,49,3,2,3,3,3,3,3,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,N/A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S1935,43.674784253,-79.307317148,320321.163,4837000.094
4153707,2017,1954,2025,TCHC,19,Beaches-East York,320 KINGSTON RD,3,36,2025-07-03,96,96,0,42,3,2,3,3,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,N/A,N/A,N/A,2,3,3,3,3,N/A,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1935,43.674784253,-79.307317148,320321.163,4837000.094
4153691,2017,1920,2024,PRIVATE,19,Beaches-East York,441 KINGSTON RD,3,15,2024-06-27,88,88,0,36,3,3,2,N/A,N/A,1,N/A,3,3,2,N/A,N/A,3,3,3,3,1,N/A,3,2,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S1938,43.6767157275,-79.303971101,320590.73,4837214.351
4153715,2017,1958,2024,PRIVATE,19,Beaches-East York,474 KINGSTON RD,4,38,2024-06-27,95,95,0,39,3,3,3,N/A,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1935,43.6776882643,-79.3033656117,320639.297,4837322.513
4153689,2017,1958,2024,PRIVATE,19,Beaches-East York,485 KINGSTON RD,9,115,2024-09-13,88,88,0,43,2,3,3,N/A,3,2,3,3,2,2,N/A,N/A,N/A,3,3,3,3,2,3,2,N/A,N/A,N/A,2,3,2,3,3,2,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1938,43.6770057778,-79.3030883867,320661.829,4837246.744
4153690,2018,1950,2023,PRIVATE,19,Beaches-East York,501 KINGSTON RD,7,75,2023-10-23,87,87,0,43,3,2,2,2,3,2,3,3,2,2,N/A,N/A,3,3,2,3,2,N/A,3,3,2,N/A,N/A,2,3,N/A,3,2,2,2,3,3,2,N/A,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1938,,,320697.34,4837263.304
4153690,2018,1950,2025,PRIVATE,19,Beaches-East York,501 KINGSTON RD,7,75,2025-07-16,96,98,-2,43,3,3,3,3,3,2,3,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1938,,,320697.34,4837263.304
4153714,2017,1992,2023,TCHC,19,Beaches-East York,520 KINGSTON RD,5,108,2023-10-12,70,70,0,49,3,2,2,3,3,2,3,3,3,3,0,3,3,1,3,3,0,0,3,3,0,N/A,0,0,0,0,3,2,1,3,2,3,3,2,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,S1935,43.67824727,-79.302446163,320713.024,4837385.748
4153714,2017,1992,2025,TCHC,19,Beaches-East York,520 KINGSTON RD,5,108,2025-07-17,95,95,0,45,3,3,2,3,3,2,2,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,S1935,43.67824727,-79.302446163,320713.024,4837385.748
4153713,2017,1954,2024,TCHC,19,Beaches-East York,530 KINGSTON RD,3,90,2024-09-12,84,85,-1,45,3,3,2,3,3,2,3,3,1,2,N/A,N/A,3,3,2,2,2,1,3,2,N/A,N/A,N/A,2,3,1,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,1,3,1,3,S1935,43.67811527,-79.301776866,320757.097,4837387.866
4153712,2017,1985,2024,SOCIAL HOUSING,19,Beaches-East York,550 KINGSTON RD,7,138,2024-09-17,80,80,0,42,3,2,1,3,3,2,N/A,2,1,2,N/A,N/A,3,3,2,2,3,N/A,3,3,N/A,N/A,2,3,1,N/A,3,2,1,2,3,2,2,N/A,1,1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,S1935,43.678459127,-79.301455802,320792.82,4837409.477
4153693,2017,1950,2024,PRIVATE,19,Beaches-East York,567 KINGSTON RD,4,15,2024-08-16,89,89,0,38,3,2,2,N/A,2,3,N/A,3,1,1,N/A,3,3,3,2,3,3,N/A,3,2,3,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,2,N/A,3,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,S1939,43.678223,-79.300058207,320905.57,4837383.518
4153694,2017,1940,2023,PRIVATE,19,Beaches-East York,569 KINGSTON RD,4,15,2023-10-17,82,82,0,36,3,2,3,N/A,N/A,2,N/A,2,2,2,N/A,N/A,2,3,3,2,2,N/A,3,2,2,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,3,2,3,2,3,3,1,3,1,3,1,3,3,S1939,43.6783240562,-79.2996212727,320941.034,4837393.877
4153694,2017,1940,2025,PRIVATE,19,Beaches-East York,569 KINGSTON RD,4,15,2025-07-21,88,88,0,39,3,3,3,3,2,2,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,2,N/A,3,N/A,2,3,3,1,3,3,2,3,3,3,3,3,3,1,3,3,S1939,43.6783240562,-79.2996212727,320941.034,4837393.877
4153711,2017,1957,2024,PRIVATE,19,Beaches-East York,600 KINGSTON RD,8,68,2024-08-23,84,84,0,45,3,3,3,2,3,2,3,2,3,3,N/A,N/A,3,3,2,2,3,N/A,3,2,3,N/A,3,3,3,N/A,3,2,3,3,3,3,3,3,2,3,3,1,2,3,3,3,1,1,3,1,1,1,1,1,S1935,43.6788159908,-79.2997075141,320933.949,4837448.512
4155704,2017,1994,2024,SOCIAL HOUSING,19,Beaches-East York,656 KINGSTON RD,6,106,2024-08-23,88,88,0,42,2,3,3,N/A,3,2,3,3,N/A,2,N/A,N/A,3,3,2,3,3,N/A,3,2,N/A,N/A,N/A,3,3,3,3,2,2,2,3,3,3,2,2,1,3,3,2,3,2,3,2,3,3,3,3,3,3,3,S1936,43.679168172,-79.297693338,321095.995,4837488.989
4153721,2017,1971,2024,PRIVATE,19,Beaches-East York,700 KINGSTON RD,7,38,2024-09-10,86,86,0,41,3,3,N/A,3,3,2,3,2,N/A,3,N/A,N/A,3,3,2,3,2,1,3,2,N/A,N/A,N/A,2,3,N/A,3,2,2,3,3,3,3,N/A,2,1,3,1,2,3,2,3,3,3,3,3,3,3,3,3,S1936,43.679427643,-79.296686038,321177.143,4837518.012
4153695,2017,1935,2024,PRIVATE,19,Beaches-East York,737 KINGSTON RD,4,24,2024-09-12,82,82,0,39,2,2,3,N/A,3,2,N/A,3,3,2,N/A,N/A,3,3,2,2,2,N/A,3,2,1,N/A,N/A,1,3,N/A,N/A,N/A,2,1,3,3,3,N/A,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1939,43.679343031,-79.295044635,321309.513,4837508.933
